nr fid_n2000 X Y
 98676 195 196377 504120
 98677 194 196647 495187
 98678 194 196226 494887
 98679 194 196581 494832
 98680 194 196511 494387
 98681 194 196511 493887
 98682 194 196511 493387
 98683 194 196511 492887
 98684 194 196511 492387
 98685 194 196511 491887
 98686 194 196511 491387
 98687 194 196511 490887
 98688 194 196511 490387
 98689 194 196511 489887
 98690 194 196511 489387
 98691 194 196513 488885
 98692 194 196511 488387
 98693 194 196511 487887
 98694 194 196512 487389
 98695 194 196492 486902
 98696 194 196373 486491
 98697 194 196390 486289
 98698 194 196508 482576
 98699 194 196494 479929
 98700 194 196513 462289
 98701 194 196442 461947
 98702 194 196655 461736
 98703 194 196518 461347
 98704 194 196496 461609
 98705 194 196511 460887
 98706 194 196511 460387
 98707 194 196511 459887
 98708 194 196511 459387
 98709 194 196448 458916
 98710 194 196508 458381
 98711 194 196511 457887
 98712 194 196511 457387
 98713 194 196511 456887
 98714 194 196511 456387
 98715 194 196511 455887
 98716 194 196511 455387
 98717 194 196511 454887
 98718 194 196511 454387
 98719 194 196511 453887
 98720 194 196511 453387
 98721 194 196511 452887
 98722 194 196511 452387
 98723 194 196511 451887
 98724 194 196511 451387
 98725 194 196511 450887
 98726 194 196511 450387
 98727 194 196511 449887
 98728 194 196511 449387
 98729 194 196511 448887
 98730 194 196511 448387
 98731 194 196511 447887
 98732 194 196511 447387
 98733 194 196511 446887
 98734 194 196478 446447
 98735 195 196688 444268
 98736 195 196549 443853
 98737 195 196487 443574
 98738 196 196516 443354
 98739 195 196339 443088
 98740 196 196451 443127
 98741 196 196427 437344
 98742 196 196496 436877
 98743 196 196525 436398
 98744 196 196441 435803
 98745 196 196650 436019
 98746 196 196507 435460
 98747 196 196652 432240
 98748 196 196397 431931
 98749 196 196691 431741
 98750 196 196588 431349
 98751 196 196490 430943
 98752 196 196527 430322
 98753 196 196485 429907
 98754 196 196395 429503
 98755 104 196656 408035
 98756 132 196534 356640
 98757 132 196608 356402
 98758 132 196475 355893
 98759 132 196494 355678
 98760 132 196371 355645
 98761 132 196522 355739
 98762 132 196440 355252
 98763 132 196531 355483
 98764 132 196655 355116
 98765 132 196696 355060
 98766 25 196519 326683
 98767 25 196591 326436
 98768 25 196677 325872
 98769 25 196628 325375
 98770 25 196659 325128
 98771 61 196701 318852
 98772 62 196665 309173
 98773 62 196366 309140
 98774 62 196289 309304
 98775 62 196520 308862
 98776 62 196511 308387
 98777 62 196545 307911
 98778 62 196599 307479
 98779 119 196954 618080
 98780 119 196944 617637
 98781 119 196944 617137
 98782 119 196944 616637
 98783 119 196944 616137
 98784 119 196944 615637
 98785 119 196944 615137
 98786 119 196944 614637
 98787 119 196944 614137
 98788 119 196944 613637
 98789 119 196944 613137
 98790 119 196944 612637
 98791 119 196944 612137
 98792 119 196944 611637
 98793 119 196944 611137
 98794 119 196944 610637
 98795 119 196908 610270
 98796 202 196967 610053
 98797 202 196944 609637
 98798 202 196944 609137
 98799 202 196944 608637
 98800 202 196944 608137
 98801 202 196944 607637
 98802 202 196944 607137
 98803 202 196944 606637
 98804 202 196944 606137
 98805 202 196944 605637
 98806 202 196944 605137
 98807 202 196944 604637
 98808 202 196944 604137
 98809 202 196944 603637
 98810 202 196944 603137
 98811 202 196944 602637
 98812 202 196944 602189
 98813 153 196956 563150
 98814 154 196893 562993
 98815 153 197085 562831
 98816 154 196938 562629
 98817 154 197011 562311
 98818 200 196948 534428
 98819 200 196983 534257
 98820 200 196851 533558
 98821 200 196944 533137
 98822 200 196936 532653
 98823 199 197026 531935
 98824 200 196860 532115
 98825 199 197016 531691
 98826 200 196807 531879
 98827 199 197093 531374
 98828 32 196848 527582
 98829 32 196942 527134
 98830 32 196944 526637
 98831 31 196984 526039
 98832 32 196899 526247
 98833 31 196947 525639
 98834 31 196939 525144
 98835 32 197074 524919
 98836 31 196694 524630
 98837 31 196847 524859
 98838 32 196955 524628
 98839 32 196944 524137
 98840 32 196944 523637
 98841 32 196944 523137
 98842 32 196944 522637
 98843 32 196950 522138
 98844 32 197007 521719
 98845 32 197088 521377
 98846 31 197173 518701
 98847 186 196910 518601
 98848 186 196944 518137
 98849 186 196944 517637
 98850 186 196944 517137
 98851 186 196889 516698
 98852 195 196902 505192
 98853 196 196930 505139
 98854 196 196981 504953
 98855 195 196702 504619
 98856 195 196977 504491
 98857 196 196946 504719
 98858 195 196960 504298
 98859 194 197134 496631
 98860 194 197068 496406
 98861 194 197084 496184
 98862 194 197061 495457
 98863 194 196947 495132
 98864 194 196944 494637
 98865 194 196944 494137
 98866 194 196944 493637
 98867 194 196944 493137
 98868 194 196944 492637
 98869 194 196944 492137
 98870 194 196944 491637
 98871 194 196944 491137
 98872 194 196917 490669
 98873 194 196928 490151
 98874 194 196877 489648
 98875 194 196936 489124
 98876 194 196921 488655
 98877 194 196830 488128
 98878 194 196854 487631
 98879 194 196864 487207
 98880 194 197004 482504
 98881 194 196941 480077
 98882 194 197180 462556
 98883 194 196974 462462
 98884 194 196869 462285
 98885 194 196960 462029
 98886 194 196847 461541
 98887 194 196916 461113
 98888 194 196944 460637
 98889 194 196944 460137
 98890 194 196944 459637
 98891 194 196962 459161
 98892 194 196985 458588
 98893 194 196944 458137
 98894 194 196944 457637
 98895 194 196944 457137
 98896 194 196944 456637
 98897 194 196944 456137
 98898 194 196944 455637
 98899 194 196944 455137
 98900 194 196944 454637
 98901 194 196944 454137
 98902 194 196944 453637
 98903 194 196942 453135
 98904 194 196944 452637
 98905 194 196944 452137
 98906 194 196944 451637
 98907 194 196944 451137
 98908 194 196944 450637
 98909 194 196944 450137
 98910 194 196944 449637
 98911 194 196944 449137
 98912 194 196944 448637
 98913 194 196944 448137
 98914 194 196944 447637
 98915 194 196944 447137
 98916 194 196930 446678
 98917 195 197079 445044
 98918 195 196961 444630
 98919 196 197121 444619
 98920 195 196846 444168
 98921 196 197058 444101
 98922 195 196766 443747
 98923 195 197129 443470
 98924 196 196942 443640
 98925 195 196946 443146
 98926 196 196821 443334
 98927 195 196908 442887
 98928 196 196939 436601
 98929 195 197165 436112
 98930 196 196931 436138
 98931 196 196850 435510
 98932 196 197027 435749
 98933 196 196965 435345
 98934 196 197046 432635
 98935 196 196792 432341
 98936 196 197067 432037
 98937 196 196949 431632
 98938 196 196944 431137
 98939 196 196944 430637
 98940 196 196839 430212
 98941 104 196987 408020
 98942 104 196843 407884
 98943 104 196961 407882
 98944 132 196917 355421
 98945 132 196963 355174
 98946 132 196814 355338
 98947 132 197072 354570
 98948 132 197034 354131
 98949 132 197005 353683
 98950 132 196955 351938
 98951 132 196991 351627
 98952 132 196862 351370
 98953 132 197133 351135
 98954 132 197135 350757
 98955 25 197062 327064
 98956 25 196962 326606
 98957 25 196946 326137
 98958 25 196944 325637
 98959 25 196916 325275
 98960 61 197201 319133
 98961 61 197032 318952
 98962 61 196846 318892
 98963 61 196772 318961
 98964 61 196981 318749
 98965 61 197174 318562
 98966 62 196863 309072
 98967 62 196905 308625
 98968 62 196894 308141
 98969 62 196921 307623
 98970 62 197004 307298
 98971 119 197408 618250
 98972 119 197377 617887
 98973 119 197377 617387
 98974 119 197377 616887
 98975 119 197377 616387
 98976 119 197377 615887
 98977 119 197377 615387
 98978 119 197377 614887
 98979 119 197377 614387
 98980 119 197377 613887
 98981 119 197377 613387
 98982 119 197377 612887
 98983 119 197377 612387
 98984 119 197377 611887
 98985 119 197377 611387
 98986 119 197377 610887
 98987 119 197362 610451
 98988 202 197414 610230
 98989 202 197377 609887
 98990 202 197377 609387
 98991 202 197377 608887
 98992 202 197377 608387
 98993 202 197377 607887
 98994 202 197377 607387
 98995 202 197377 606887
 98996 202 197377 606387
 98997 202 197377 605887
 98998 202 197377 605387
 98999 202 197377 604887
 99000 202 197377 604387
 99001 202 197377 603887
 99002 202 197377 603387
 99003 202 197377 602887
 99004 202 197377 602387
 99005 202 197381 602018
 99006 153 197241 563159
 99007 153 197363 562886
 99008 154 197345 562676
 99009 153 197529 562614
 99010 154 197377 562387
 99011 154 197468 562093
 99012 200 197194 534311
 99013 200 197237 534119
 99014 200 197199 533247
 99015 200 197322 532859
 99016 200 197263 532603
 99017 199 197223 531778
 99018 199 197354 531372
 99019 199 197469 531018
 99020 32 197412 527267
 99021 32 197377 526887
 99022 31 197311 526209
 99023 32 197388 526416
 99024 31 197346 525871
 99025 32 197534 526001
 99026 32 197637 525917
 99027 31 197342 525394
 99028 32 197569 525346
 99029 31 197281 525072
 99030 32 197389 524863
 99031 32 197377 524387
 99032 32 197377 523887
 99033 32 197377 523387
 99034 32 197377 522887
 99035 32 197377 522387
 99036 32 197377 521887
 99037 32 197402 521422
 99038 32 197551 521000
 99039 32 197606 520823
 99040 31 197408 518723
 99041 31 197457 518467
 99042 186 197262 518283
 99043 186 197377 517887
 99044 186 197377 517387
 99045 149 197427 516700
 99046 186 197386 516938
 99047 149 197477 516510
 99048 195 197350 505222
 99049 196 197544 505183
 99050 196 197256 505187
 99051 196 197513 505185
 99052 196 197398 505193
 99053 196 197375 504868
 99054 195 197361 504358
 99055 196 197457 504550
 99056 195 197471 503886
 99057 196 197547 503975
 99058 196 197518 503753
 99059 195 197484 503377
 99060 196 197561 503475
 99061 195 197555 503001
 99062 194 197533 497356
 99063 194 197351 497150
 99064 194 197409 496867
 99065 194 197377 496387
 99066 194 197385 495891
 99067 194 197378 495385
 99068 194 197371 494886
 99069 194 197377 494387
 99070 194 197377 493887
 99071 194 197377 493387
 99072 194 197376 492887
 99073 194 197377 492387
 99074 194 197377 491887
 99075 194 197377 491387
 99076 194 197293 490940
 99077 194 197594 490781
 99078 194 197239 490631
 99079 194 197598 490407
 99080 194 197195 490255
 99081 194 197105 489908
 99082 194 197423 490056
 99083 194 197273 489176
 99084 194 197346 488932
 99085 194 197262 488629
 99086 194 197133 487316
 99087 194 197208 482530
 99088 194 197414 462647
 99089 194 197233 462504
 99090 194 197456 462344
 99091 194 197484 462028
 99092 194 197501 461149
 99093 194 197379 460878
 99094 194 197377 460382
 99095 194 197377 459887
 99096 194 197371 459397
 99097 194 197522 459157
 99098 194 197287 458931
 99099 194 197396 458672
 99100 194 197365 458373
 99101 194 197377 457887
 99102 194 197377 457388
 99103 194 197377 456885
 99104 194 197377 456387
 99105 194 197377 455887
 99106 194 197377 455387
 99107 194 197377 454887
 99108 194 197377 454387
 99109 194 197377 453887
 99110 194 197377 453387
 99111 194 197377 452886
 99112 194 197377 452387
 99113 194 197377 451887
 99114 194 197377 451387
 99115 194 197377 450887
 99116 194 197377 450387
 99117 194 197377 449887
 99118 194 197377 449387
 99119 194 197377 448887
 99120 194 197377 448387
 99121 194 197377 447887
 99122 194 197377 447387
 99123 194 197366 446905
 99124 194 197251 446623
 99125 195 197346 445274
 99126 195 197287 445032
 99127 195 197580 444823
 99128 196 197335 444860
 99129 195 197502 444392
 99130 196 197267 444403
 99131 195 197356 443897
 99132 196 197204 443953
 99133 195 197190 443459
 99134 196 197322 436679
 99135 195 197379 436165
 99136 196 197377 436403
 99137 195 197432 435969
 99138 196 197308 435783
 99139 196 197307 435255
 99140 196 197437 435497
 99141 196 197487 434890
 99142 196 197541 434508
 99143 196 197479 433147
 99144 196 197413 432915
 99145 196 197425 432319
 99146 196 197377 431887
 99147 196 197377 431387
 99148 196 197340 430907
 99149 196 197264 430540
 99150 104 197563 408498
 99151 104 197303 408157
 99152 104 197376 407940
 99153 104 197432 407323
 99154 104 197502 406959
 99155 104 197582 406744
 99156 19 197531 395866
 99157 132 197259 355219
 99158 132 197282 354844
 99159 132 197304 354502
 99160 132 197256 353887
 99161 132 197417 353348
 99162 132 197523 352979
 99163 132 197553 352357
 99164 132 197425 351842
 99165 132 197377 351387
 99166 132 197373 350899
 99167 132 197287 350636
 99168 25 197587 327752
 99169 25 197418 327666
 99170 25 197404 327373
 99171 25 197377 326887
 99172 25 197377 326387
 99173 25 197377 325887
 99174 25 197328 325442
 99175 25 197251 325136
 99176 61 197375 319232
 99177 61 197360 318863
 99178 61 197293 318578
 99179 62 197091 308387
 99180 62 197137 308454
 99181 62 197501 307721
 99182 62 197089 307886
 99183 62 197382 307400
 99184 119 197863 618413
 99185 119 197810 618137
 99186 119 197810 617637
 99187 119 197810 617137
 99188 119 197810 616637
 99189 119 197810 616137
 99190 119 197810 615637
 99191 119 197810 615137
 99192 119 197810 614637
 99193 119 197810 614137
 99194 119 197810 613637
 99195 119 197810 613137
 99196 119 197810 612637
 99197 119 197810 612137
 99198 119 197810 611637
 99199 119 197810 611137
 99200 119 197807 610645
 99201 202 197893 610409
 99202 119 197684 610380
 99203 202 197810 610136
 99204 202 197810 609637
 99205 202 197810 609137
 99206 202 197810 608637
 99207 202 197810 608137
 99208 202 197810 607637
 99209 202 197810 607137
 99210 202 197810 606637
 99211 202 197810 606137
 99212 202 197810 605637
 99213 202 197810 605137
 99214 202 197810 604637
 99215 202 197810 604137
 99216 202 197810 603637
 99217 202 197810 603137
 99218 202 197810 602637
 99219 202 197803 602177
 99220 153 197799 562912
 99221 153 197792 562760
 99222 154 197822 562559
 99223 154 197816 562149
 99224 154 197935 561870
 99225 200 197592 532746
 99226 199 197667 531109
 99227 32 197863 527462
 99228 32 197810 527137
 99229 32 197810 526637
 99230 32 197811 526138
 99231 31 197570 525673
 99232 32 197819 525635
 99233 32 197810 525137
 99234 32 197810 524637
 99235 32 197810 524137
 99236 32 197810 523637
 99237 32 197810 523137
 99238 32 197810 522637
 99239 32 197810 522137
 99240 32 197810 521637
 99241 32 197811 521138
 99242 32 197847 520700
 99243 32 198047 520205
 99244 31 197776 518905
 99245 31 197811 518635
 99246 31 197843 518167
 99247 186 197665 517990
 99248 31 198000 517723
 99249 186 197772 517619
 99250 149 197986 517093
 99251 186 197770 517147
 99252 149 197835 516593
 99253 186 197745 516765
 99254 195 197835 505077
 99255 196 197757 505092
 99256 196 197713 504968
 99257 195 198041 504629
 99258 196 197730 504665
 99259 196 198008 504631
 99260 196 198010 504505
 99261 196 197960 504433
 99262 195 197600 504232
 99263 196 197661 504298
 99264 196 197884 504099
 99265 196 197572 504112
 99266 196 197527 503635
 99267 196 197854 503646
 99268 195 197707 503046
 99269 196 197783 503105
 99270 196 197937 503241
 99271 195 197896 502708
 99272 194 198007 498135
 99273 194 197840 497559
 99274 194 197810 497137
 99275 194 197810 496637
 99276 194 197810 496137
 99277 194 197810 495637
 99278 194 197814 495148
 99279 194 197678 494894
 99280 194 197807 494643
 99281 194 198071 494619
 99282 194 197763 494144
 99283 194 198017 494108
 99284 194 197736 493644
 99285 194 197984 493617
 99286 194 197710 493150
 99287 194 197959 493124
 99288 194 197690 492621
 99289 194 197940 492629
 99290 194 197671 492150
 99291 194 197923 492131
 99292 194 197654 491652
 99293 194 197911 491634
 99294 194 197627 491203
 99295 194 197905 491127
 99296 194 197638 490599
 99297 194 197897 490635
 99298 194 197624 490184
 99299 194 197902 490182
 99300 194 197980 489841
 99301 194 197622 489017
 99302 194 197879 462909
 99303 194 197804 462639
 99304 194 197758 462110
 99305 194 197920 461727
 99306 194 197768 461037
 99307 194 197810 460637
 99308 194 197810 460135
 99309 194 197722 459673
 99310 194 197633 459214
 99311 194 197793 458123
 99312 194 197623 457996
 99313 194 197801 457638
 99314 194 197810 457137
 99315 194 197810 456637
 99316 194 197810 456137
 99317 194 197810 455637
 99318 194 197810 455137
 99319 194 197810 454637
 99320 194 197810 454137
 99321 194 197809 453637
 99322 194 197810 453137
 99323 194 197810 452637
 99324 194 197810 452137
 99325 194 197810 451637
 99326 194 197810 451137
 99327 194 197810 450637
 99328 194 197810 450137
 99329 194 197810 449637
 99330 194 197810 449137
 99331 194 197810 448637
 99332 194 197810 448137
 99333 194 197810 447637
 99334 194 197808 447141
 99335 194 197715 446855
 99336 195 197903 445607
 99337 195 197948 445405
 99338 195 197568 445158
 99339 195 197857 445093
 99340 195 197758 444733
 99341 196 197955 436908
 99342 196 197831 436602
 99343 195 197791 436017
 99344 196 197825 436236
 99345 195 197858 435729
 99346 196 197754 435530
 99347 196 197713 435008
 99348 196 197872 435266
 99349 196 197810 434636
 99350 196 197816 434357
 99351 196 197817 433099
 99352 196 197707 432882
 99353 196 197828 432505
 99354 196 197810 432137
 99355 196 197810 431637
 99356 196 197805 431176
 99357 104 197976 409523
 99358 104 198075 408604
 99359 104 197773 408446
 99360 104 197859 408123
 99361 104 197844 407636
 99362 104 197810 407137
 99363 104 197829 406718
 99364 19 197953 396472
 99365 19 197830 396120
 99366 19 197814 395640
 99367 19 197897 395159
 99368 19 197962 394784
 99369 132 197677 353408
 99370 132 197783 353111
 99371 132 197814 352636
 99372 132 197810 352137
 99373 132 197810 351637
 99374 132 197778 351175
 99375 132 197732 350795
 99376 25 197795 327549
 99377 25 197810 327133
 99378 25 197810 326637
 99379 25 197810 326137
 99380 25 197810 325637
 99381 25 197898 325341
 99382 61 197554 318673
 99383 62 197599 307605
 99384 62 197884 307477
 99385 62 197781 307280
 99386 119 198251 618340
 99387 119 198243 617887
 99388 119 198243 617387
 99389 119 198243 616887
 99390 119 198243 616387
 99391 119 198243 615887
 99392 119 198243 615387
 99393 119 198243 614887
 99394 119 198243 614387
 99395 119 198243 613887
 99396 119 198243 613387
 99397 119 198243 612887
 99398 119 198243 612387
 99399 119 198243 611887
 99400 119 198243 611387
 99401 119 198243 610887
 99402 119 198204 610566
 99403 202 198253 610340
 99404 202 198243 609887
 99405 202 198243 609387
 99406 202 198243 608887
 99407 202 198243 608387
 99408 202 198243 607887
 99409 202 198243 607387
 99410 202 198243 606887
 99411 202 198243 606387
 99412 202 198243 605887
 99413 202 198243 605387
 99414 202 198243 604887
 99415 202 198243 604387
 99416 202 198243 603887
 99417 202 198243 603387
 99418 202 198243 602887
 99419 202 198243 602387
 99420 202 198194 602105
 99421 153 198242 562793
 99422 153 198309 562436
 99423 154 198118 562330
 99424 154 198132 561980
 99425 154 198393 561848
 99426 32 198341 527663
 99427 32 198244 527384
 99428 32 198243 526887
 99429 32 198243 526387
 99430 32 198243 525887
 99431 32 198243 525387
 99432 32 198243 524887
 99433 32 198243 524387
 99434 32 198243 523887
 99435 32 198243 523387
 99436 32 198243 522887
 99437 32 198243 522387
 99438 32 198243 521887
 99439 32 198243 521387
 99440 32 198243 520887
 99441 32 198250 520388
 99442 32 198309 519910
 99443 32 198370 519384
 99444 31 198267 518830
 99445 32 198381 519081
 99446 31 198243 518387
 99447 31 198243 517887
 99448 31 198300 517445
 99449 149 198126 517218
 99450 186 198017 517394
 99451 149 198242 516885
 99452 149 198227 516536
 99453 195 198068 504846
 99454 196 197991 504853
 99455 195 198158 504496
 99456 196 198112 504348
 99457 196 198177 503868
 99458 196 198242 503387
 99459 195 198128 502731
 99460 196 198164 502770
 99461 196 198305 502977
 99462 195 198259 502400
 99463 196 198384 502629
 99464 195 198363 502120
 99465 194 198258 498197
 99466 194 198308 497899
 99467 194 198012 497800
 99468 194 198252 497372
 99469 194 198243 496887
 99470 194 198243 496387
 99471 194 198226 495895
 99472 194 198495 495831
 99473 194 198135 495422
 99474 194 198372 495338
 99475 194 198052 494949
 99476 194 198294 494871
 99477 194 197966 494391
 99478 194 198251 494386
 99479 194 198243 493887
 99480 194 198243 493387
 99481 194 198243 492887
 99482 194 198243 492387
 99483 194 198243 491887
 99484 194 198243 491387
 99485 194 198222 490909
 99486 194 198241 490395
 99487 194 198023 489909
 99488 194 198339 490082
 99489 194 198050 462876
 99490 194 198134 462530
 99491 194 198252 461827
 99492 194 198278 461409
 99493 194 198229 460887
 99494 194 198140 460471
 99495 194 197988 459910
 99496 194 198026 460002
 99497 194 198105 458153
 99498 194 198105 457884
 99499 194 198222 457274
 99500 194 198241 456884
 99501 194 198243 456387
 99502 194 198243 455887
 99503 194 198243 455387
 99504 194 198243 454887
 99505 194 198243 454386
 99506 194 198243 453887
 99507 194 198245 453386
 99508 194 198243 452887
 99509 194 198243 452387
 99510 194 198243 451887
 99511 194 198243 451387
 99512 194 198243 450887
 99513 194 198243 450387
 99514 194 198243 449887
 99515 194 198243 449387
 99516 194 198243 448887
 99517 194 198243 448387
 99518 194 198243 447887
 99519 194 198195 447388
 99520 194 198197 447058
 99521 195 198219 445683
 99522 195 197973 445403
 99523 195 198122 445624
 99524 195 198305 445331
 99525 195 198247 444904
 99526 196 198246 436858
 99527 196 198243 436387
 99528 195 198245 435870
 99529 196 198272 436091
 99530 195 198302 435480
 99531 196 198183 435290
 99532 196 198159 434749
 99533 196 198326 435006
 99534 196 198234 434464
 99535 196 198283 433265
 99536 196 198267 432975
 99537 196 198231 432361
 99538 196 198243 431887
 99539 196 198243 431387
 99540 196 198270 430983
 99541 180 198275 412249
 99542 180 198380 411957
 99543 104 198161 409308
 99544 104 198270 408812
 99545 104 198236 408386
 99546 104 198241 407890
 99547 104 198243 407381
 99548 104 198387 407625
 99549 104 198243 406887
 99550 104 198295 406468
 99551 104 198373 405970
 99552 104 198495 405943
 99553 104 198493 405852
 99554 104 198457 404945
 99555 19 198340 396701
 99556 19 198244 396384
 99557 19 198243 395887
 99558 19 198243 395387
 99559 19 198137 394989
 99560 19 198475 394981
 99561 132 198073 352795
 99562 132 198129 352391
 99563 132 198130 351882
 99564 132 198164 351336
 99565 132 198331 351018
 99566 25 198142 327298
 99567 25 198243 326887
 99568 25 198243 326387
 99569 25 198243 325887
 99570 25 198201 325462
 99571 25 198312 325137
 99572 25 198309 325137
 99573 25 198353 324883
 99574 62 198120 307373
 99575 62 198439 307381
 99576 119 198705 618513
 99577 119 198676 618137
 99578 119 198676 617637
 99579 119 198676 617137
 99580 119 198676 616637
 99581 119 198676 616137
 99582 119 198676 615637
 99583 119 198676 615137
 99584 119 198676 614637
 99585 119 198676 614137
 99586 119 198676 613637
 99587 119 198676 613137
 99588 119 198676 612637
 99589 119 198676 612137
 99590 119 198676 611637
 99591 119 198676 611137
 99592 119 198647 610739
 99593 202 198708 610524
 99594 202 198676 610137
 99595 202 198676 609637
 99596 202 198676 609137
 99597 202 198676 608637
 99598 202 198676 608137
 99599 202 198676 607637
 99600 202 198676 607137
 99601 202 198676 606637
 99602 202 198676 606137
 99603 202 198676 605637
 99604 202 198676 605137
 99605 202 198676 604637
 99606 202 198676 604137
 99607 202 198676 603637
 99608 202 198676 603137
 99609 202 198676 602637
 99610 202 198643 602272
 99611 153 198854 563461
 99612 153 198737 563096
 99613 153 198559 562702
 99614 153 198795 562569
 99615 153 198720 562170
 99616 154 198589 561981
 99617 153 198833 561768
 99618 154 198688 561649
 99619 154 198837 561217
 99620 32 198686 527601
 99621 32 198675 527141
 99622 32 198611 526604
 99623 32 198858 526769
 99624 32 198927 526623
 99625 32 198673 526134
 99626 32 198676 525637
 99627 32 198676 525137
 99628 32 198676 524637
 99629 32 198676 524137
 99630 32 198676 523637
 99631 32 198676 523137
 99632 32 198676 522637
 99633 32 198676 522137
 99634 32 198676 521637
 99635 32 198676 521137
 99636 32 198676 520637
 99637 32 198676 520137
 99638 32 198676 519637
 99639 31 198644 518940
 99640 32 198682 519172
 99641 31 198676 518637
 99642 31 198676 518137
 99643 31 198676 517637
 99644 31 198698 517211
 99645 149 198644 516948
 99646 149 198684 516645
 99647 149 198791 516250
 99648 196 198461 503528
 99649 196 198503 503098
 99650 195 198599 502460
 99651 196 198704 502713
 99652 196 198598 502518
 99653 195 198678 502205
 99654 194 198745 498411
 99655 194 198662 498403
 99656 194 198613 498388
 99657 194 198668 498116
 99658 194 198676 497637
 99659 194 198676 497137
 99660 194 198637 496654
 99661 194 198862 496535
 99662 194 198542 496207
 99663 194 198764 496093
 99664 194 198677 495637
 99665 194 198676 495137
 99666 194 198676 494637
 99667 194 198676 494137
 99668 194 198676 493637
 99669 194 198676 493137
 99670 194 198676 492637
 99671 194 198676 492137
 99672 194 198676 491637
 99673 194 198668 491153
 99674 194 198498 490486
 99675 194 198589 490839
 99676 194 198833 490770
 99677 194 198496 490020
 99678 194 198606 490314
 99679 194 198578 489884
 99680 194 198708 461925
 99681 194 198676 461637
 99682 194 198564 461245
 99683 194 198410 460666
 99684 194 198654 457388
 99685 194 198564 457389
 99686 194 198670 457133
 99687 194 198676 456637
 99688 194 198653 456154
 99689 194 198611 455597
 99690 194 198676 455137
 99691 194 198677 454637
 99692 194 198676 454137
 99693 194 198664 453633
 99694 194 198676 453137
 99695 194 198676 452637
 99696 194 198676 452137
 99697 194 198676 451637
 99698 194 198676 451137
 99699 194 198676 450637
 99700 194 198676 450137
 99701 194 198676 449637
 99702 194 198676 449137
 99703 194 198676 448637
 99704 194 198676 448152
 99705 194 198635 447744
 99706 194 198515 447165
 99707 195 198720 445610
 99708 195 198616 445456
 99709 195 198644 445108
 99710 195 198705 444721
 99711 196 198654 437021
 99712 196 198676 436637
 99713 195 198660 435941
 99714 196 198682 436170
 99715 195 198677 435634
 99716 195 198688 435207
 99717 196 198544 435031
 99718 196 198814 435084
 99719 195 198860 434768
 99720 196 198497 434492
 99721 196 198724 434674
 99722 196 198676 434144
 99723 196 198879 434231
 99724 196 198756 433549
 99725 196 198676 433137
 99726 196 198741 432748
 99727 196 198548 432415
 99728 196 198650 432108
 99729 196 198676 431637
 99730 196 198634 431190
 99731 180 198595 412419
 99732 180 198656 412100
 99733 180 198717 411722
 99734 104 198415 408612
 99735 104 198660 408092
 99736 104 198676 407637
 99737 104 198676 407137
 99738 104 198677 406638
 99739 104 198627 406167
 99740 104 198665 405018
 99741 19 198777 396986
 99742 19 198677 396636
 99743 19 198676 396137
 99744 19 198676 395637
 99745 19 198651 395147
 99746 19 198671 394881
 99747 147 198835 363162
 99748 147 198964 362636
 99749 147 198917 362582
 99750 132 198664 351388
 99751 132 198667 351149
 99752 132 198566 350885
 99753 25 198499 326986
 99754 25 198797 326979
 99755 25 198630 326593
 99756 25 198824 326770
 99757 25 198676 326137
 99758 25 198649 325737
 99759 25 198956 325636
 99760 25 198572 325421
 99761 25 198766 325196
 99762 25 198610 324959
 99763 25 198659 324753
 99764 62 198900 307568
 99765 62 198677 307441
 99766 62 198644 307343
 99767 119 199182 618705
 99768 119 199109 618387
 99769 119 199109 617887
 99770 119 199109 617387
 99771 119 199109 616887
 99772 119 199109 616387
 99773 119 199109 615887
 99774 119 199109 615387
 99775 119 199109 614887
 99776 119 199109 614387
 99777 119 199109 613887
 99778 119 199109 613387
 99779 119 199109 612887
 99780 119 199109 612387
 99781 119 199109 611887
 99782 119 199109 611387
 99783 119 199101 610925
 99784 202 199149 610697
 99785 202 199109 610387
 99786 202 199109 609887
 99787 202 199109 609387
 99788 202 199109 608887
 99789 202 199109 608387
 99790 202 199109 607887
 99791 202 199109 607387
 99792 202 199109 606887
 99793 202 199109 606387
 99794 202 199109 605887
 99795 202 199109 605387
 99796 202 199109 604887
 99797 202 199109 604387
 99798 202 199109 603887
 99799 202 199109 603387
 99800 202 199109 602887
 99801 202 199097 602445
 99802 153 199027 563655
 99803 153 198989 563452
 99804 153 199223 563311
 99805 153 199121 562880
 99806 153 199109 562387
 99807 153 199109 561887
 99808 154 198982 561641
 99809 153 199173 561619
 99810 154 199107 561380
 99811 154 199138 560901
 99812 154 199072 560627
 99813 154 199243 560443
 99814 32 199139 527806
 99815 32 199109 527387
 99816 32 199109 526887
 99817 32 198834 526380
 99818 32 198952 526252
 99819 32 199153 526433
 99820 32 199214 526141
 99821 32 198865 526342
 99822 32 199111 525880
 99823 32 199109 525387
 99824 32 199109 524887
 99825 32 199109 524387
 99826 32 199109 523887
 99827 32 199109 523387
 99828 32 199109 522887
 99829 32 199107 522386
 99830 32 199109 521887
 99831 32 199109 521387
 99832 32 199109 520887
 99833 32 199109 520387
 99834 32 199109 519887
 99835 32 199109 519387
 99836 31 199080 518780
 99837 32 199139 518995
 99838 31 199109 518387
 99839 31 199109 517887
 99840 31 199109 517387
